State,Company,City,Number of Workers,WARN Received Date,Effective Date,Closure/Layoff,Temporary/Permanent,Union,Region,County,Industry,Notes
Texas,"Parsley Energy, Inc.-Colorado St.",Austin,147,12/7/20,2/8/21,,,,Capital Area WDA,Travis,,
Texas,Francesca's Holdings Corp - Clay Rd.,Houston,223,12/4/20,1/13/21,,,,Gulf Coast WDA,Harris,,
Texas,"Sable Permian Resourcces Operating, LLC - Big Lake",Big Lake,81,12/4/20,2/2/21,,,,Concho Valley WDA,Reagan,,
Texas,"Sable Permian Resources Operating, LLC",Houston,100,12/4/20,2/2/21,,,,Gulf Coast WDA,Harris,,
Texas,Southwest - Customer Service & Support,San Antonio,106,12/3/20,3/15/21,,,,Alamo WDA,Bexar,,
Texas,Southwest - San Antonio Int'l Airport,San Antonio,36,12/3/20,3/5/21,,,,Alamo WDA,Bexar,,
Texas,Southwest - Customer Service and Support,Houston,79,12/3/20,3/15/21,,,,Gulf Coast WDA,Harris,,
Texas,Southwest-Dallas Love Field,Dallas,465,12/3/20,3/15/21,,,,Dallas County WDA,Dallas,,
Texas,Southwest-ABA,Austin,77,12/3/20,3/15/21,,,,Capital Area WDA,Travis,,
Texas,Southwest-Dallas,Dallas,10,12/3/20,4/1/21,,,,Dallas County WDA,Dallas,,
Texas,Southwest - William P. Hobby,Houston,54,12/3/20,3/15/21,,,,Gulf Coast WDA,Harris,,
Texas,Exxon Mobil Campus,Spring,677,12/2/20,2/2/21,,,,Gulf Coast WDA,Harris,,
Texas,ExxonMobil Hughes Landing - 1735,The Woodlands,35,12/2/20,2/2/21,,,,Gulf Coast WDA,Montgomery,,
Texas,ExxonMobil Hughes Landing - 1725,The Woodlands,10,12/2/20,2/2/21,,,,Gulf Coast WDA,Montgomery,,
Texas,Stork (A FLUOR Company),Dayton,18,11/30/20,1/29/21,,,,Gulf Coast WDA,Liberty,,
Texas,Fluor - Port Neches,Port Neches,113,11/30/20,1/29/21,,,,South East Texas WDA,Jefferson,,
Texas,ConocoPhillips - 935 N.,Houston,,11/30/20,2/1/21,,,,Gulf Coast WDA,Harris,,
Texas,ConocoPhillips - Park Row,Houston,,11/30/20,2/1/21,,,,Gulf Coast WDA,Harris,,
Texas,Compass Group Eurest - Airport FWY,Fort Worth,2,11/24/20,12/1/20,,,,Tarrant County WDA,Tarrant,,
Texas,Compass Group Eurest - Hwy 360,Fort Worth,12,11/24/20,12/1/20,,,,Tarrant County WDA,Tarrant,,
Texas,Compass Group Eurest - American Blvd.,Fort Worth,2,11/24/20,12/1/20,,,,Tarrant County WDA,Tarrant,,
Texas,Compass Group Eurest - One Transformation Way,Fort Worth,4,11/24/20,12/1/20,,,,Tarrant County WDA,Tarrant,,
Texas,Compass Group Eurest,Fort Worth,32,11/24/20,12/1/20,,,,Tarrant County WDA,Tarrant,,
Texas,"Hilite Industries-Automotive, LLC",Carrollton,139,11/24/20,1/19/21,,,,Dallas County WDA,Dallas,,
Texas,Compass Group Eurest - 4501 Hwy 360,Fort Worth,37,11/24/20,12/1/20,,,,Tarrant County WDA,Tarrant,,
Texas,Tailored Shared Services,Houston,61,11/18/20,8/21/20,,,,Gulf Coast WDA,Harris,,
Texas,Southwest-Hobby Airport,Houston,35,11/18/20,1/25/21,,,,Gulf Coast WDA,Harris,,
Texas,Southwest - Dallas Lovefield Airport,Dallas,82,11/18/20,1/25/21,,,,Dallas County WDA,Dallas,,
Texas,XPO Logistics Supply-Lancaster,Lancaster,53,11/13/20,1/10/21,,,,Dallas County WDA,Dallas,,
Texas,Electronic Transaction Consultants,Richardson,68,11/12/20,1/4/21,,,,Dallas County WDA,Dallas,,
Texas,Sodexo-El Paso,El Paso,177,11/6/20,3/1/20,,,,Borderplexjobs WDA,El Paso,,
Texas,Southwest - Dallas Lovefield Airport,Dallas,8,11/6/20,1/11/21,,,,Dallas County WDA,Dallas,,
Texas,Southwest - William P. Hobby Airport,Houston,8,11/6/20,1/11/21,,,,Gulf Coast WDA,Harris,,
Texas,Sodexo-Austin,Austin,80,11/6/20,3/1/20,,,,Capital Area WDA,Travis,,
Texas,CDI HS - Muleshoe Center,Muleshoe,9,11/2/20,12/31/20,,,,South Plains WDA,Bailey,,
Texas,CDI HS - Central Office Admin,Laredo,13,11/2/20,12/31/20,,,,South Texas WDA,Webb,,
Texas,CDI HS - Alice Center,Alice,13,11/2/20,12/31/20,,,,Coastal Bend WDA,Jim Wells,,
Texas,CDI HS - Crystal City Satellite,Crystal City,10,11/2/20,12/31/20,,,,Middle Rio Grande WDA,Zavala,,
Texas,CDI HS - Eagle Pass II Center,Eagle Pass,20,11/2/20,12/31/20,,,,Middle Rio Grande WDA,Maverick,,
Texas,CDI HS - Eagle Pass I/T Center,Eagle Pass,25,11/2/20,12/31/20,,,,Middle Rio Grande WDA,Maverick,,
Texas,CDI HS - Falfurrias Center,Falfurrias,14,11/2/20,12/31/20,,,,Coastal Bend WDA,Brooks,,
Texas,CDI HS - Floydada Center,Floydada,9,11/2/20,12/31/20,,,,South Plains WDA,Floyd,,
Texas,CDI HS - Henry Bonilla Center,Laredo,13,11/2/20,12/31/20,,,,South Texas WDA,Webb,,
Texas,CDI HS - Laredo Norton Admin,Laredo,19,11/2/20,12/31/20,,,,South Texas WDA,Webb,,
Texas,CDI HS - Mathis Center,Mathis,15,11/2/20,12/31/20,,,,Coastal Bend WDA,San Patricio,,
Texas,CDI HS - Pearsall Center,Pearsall,10,11/2/20,12/31/20,,,,Alamo WDA,Frio,,
Texas,CDI HS - Plainview Center,Plainview,5,11/2/20,12/31/20,,,,South Plains WDA,Hale,,
Texas,CDI HS - Rio Grande City Center,Rio Grande City,25,11/2/20,12/31/20,,,,Lower Rio Grande Valley WDA,Starr,,
Texas,CDI HS - Roma Center,Roma,23,11/2/20,12/31/20,,,,Lower Rio Grande Valley WDA,Starr,,
Texas,CDI HS - Uvalde Center,Uvalde,12,11/2/20,12/31/20,,,,Middle Rio Grande WDA,Uvalde,,
Texas,CDI HS - Lubbock Center,Lubbock,14,11/2/20,12/31/20,,,,South Plains WDA,Lubbock,,
Texas,Alorica-Austin,Austin,712,10/29/20,12/31/20,,,,Capital Area WDA,Travis,,
Texas,Cheddar's Scratch Kitchen - McAllen,McAllen,52,10/28/20,12/30/20,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,Regal Cinema-Tomball,Tomball,51,10/27/20,10/8/20,,,,Gulf Coast WDA,Harris,,
Texas,Regal Cinema-Houston,Houston,49,10/27/20,10/8/20,,,,Gulf Coast WDA,Harris,,
Texas,VillaSport - Katy,Katy,43,10/27/20,12/21/20,,,,Gulf Coast WDA,Fort Bend,,
Texas,VillaSport - Cypress,Cypress,47,10/27/20,12/21/20,,,,Gulf Coast WDA,Harris,,
Texas,VillaSport,The Woodlands,48,10/27/20,12/21/20,,,,Gulf Coast WDA,Montgomery,,
Texas,Grand Hyatt Dallas-Ft Worth,DFW Airport,75,10/23/20,3/22/20,,,,Tarrant County WDA,Tarrant,,
Texas,"Remedy Applications, Inc.",Austin,82,10/22/20,10/22/20,,,,Capital Area WDA,Travis,,
Texas,Transform SR LLC - Round Rock,Round Rock,170,10/20/20,12/12/20,,,,Rural Capital WDA,Williamson,,
Texas,Methodist Southlake Hospital,Southlake,153,10/20/20,12/19/20,,,,Tarrant County WDA,Denton,,
Texas,Aramark-Whataburger Field,Corpus Ch,86,10/16/20,10/16/20,,,,Coastal Bend WDA,Nueces,,
Texas,Aramark-Minute Maid Park,Houston,751,10/16/20,10/16/20,,,,Gulf Coast WDA,Harris,,
Texas,Aramark-Cynthia Woods Mitchell Pavillion,The Woodlands,75,10/16/20,10/16/20,,,,Gulf Coast WDA,Montgomery,,
Texas,Hyatt Regency Hotel,Dallas,101,10/16/20,3/18/20,,,,Dallas County WDA,Dallas,,
Texas,Aramark - AT&T Center,San Antonio,287,10/16/20,10/16/20,,,,Alamo WDA,Bexar,,
Texas,Transocean Offshore Deepwater Drilling-Deepwater Asgard,Houston,100,10/15/20,12/1/20,,,,Gulf Coast WDA,Harris,,
Texas,Wyndham - Riverside Suites Sales,San Antonio,3,10/13/20,9/18/20,,,,Alamo WDA,Bexar,,
Texas,Turner Industries,Paris,190,10/13/20,12/11/20,,,,North East Texas WDA,Lamar,,
Texas,"Securitas Critical Infrastructure Services, Inc.",Glen Rose,142,10/5/20,12/7/20,,,,North Central Texas WDA,Somervell,,
Texas,The Expo Group Inc.,Irving,114,9/29/20,3/11/20,,,,Dallas County WDA,Dallas,,
Texas,Freeman Company-Davis St.,Dallas,33,9/18/20,9/23/20,,,,Dallas County WDA,Dallas,,
Texas,Freeman Audio Visual -San Antonio,San Antonio,1,9/18/20,6/30/20,,,,Alamo WDA,Bexar,,
Texas,Freeman Company -San Antonio,San Antonio,15,9/18/20,6/30/20,,,,Alamo WDA,Bexar,,
Texas,"Freeman Corporate, LLC",Dallas,28,9/18/20,9/23/20,,,,Dallas County WDA,Dallas,,
Texas,Freeman Digi Ventures,Dallas,3,9/18/20,9/23/20,,,,Dallas County WDA,Dallas,,
Texas,Freeman Digi Ventures-Davis St.,Dallas,2,9/18/20,9/23/20,,,,Dallas County WDA,Dallas,,
Texas,"Freeman Expositions, LLC",Dallas,21,9/18/20,9/23/20,,,,Dallas County WDA,Dallas,,
Texas,Freeman Expositions-Davis St.,Dallas,20,9/18/20,9/23/20,,,,Dallas County WDA,Dallas,,
Texas,Freeman Audio Visual,Dallas,57,9/18/20,9/23/20,,,,Dallas County WDA,Dallas,,
Texas,Freeman Company,Dallas,83,9/18/20,9/23/20,,,,Dallas County WDA,Dallas,,
Texas,Freeman Expositions,San Antonio,34,9/18/20,6/30/20,,,,Alamo WDA,Bexar,,
Texas,Sur La Table Store 17,Houston,10,9/17/20,9/1/20,,,,Gulf Coast WDA,Harris,,
Texas,P.F. Chang's -McAllen,McAllen,75,9/17/20,3/1/20,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,P.F. Chang's -Waco,Waco,75,9/17/20,3/1/20,,,,Heart of Texas WDA,McLennan,,
Texas,"P.F. Chang's -Colony,TX",The Colony,75,9/17/20,3/1/20,,,,North Central Texas WDA,Denton,,
Texas,"P.F. Chang's -Allen,TX",Allen,75,9/17/20,3/1/20,,,,North Central Texas WDA,Collin,,
Texas,P.F. Chang's -Basse Rd,San Antonio,75,9/17/20,3/1/20,,,,Alamo WDA,Bexar,,
Texas,Z Gallerie Store #68,Houston,9,9/4/20,7/1/20,,,,Gulf Coast WDA,Harris,,
Texas,Z Gallerie Store #51,Dallas,6,9/4/20,7/1/20,,,,Dallas County WDA,Dallas,,
Texas,JC Penney - Plano2 (Collin Creek Mall),Plano,144,9/4/20,11/16/20,,,,North Central Texas WDA,Collin,,
Texas,SeaWorld of Texas LLC dba SeaWorld San Antonio dba Aquatica San Antonio,San Antonio,242,9/4/20,9/4/20,,,,Alamo WDA,Bexar,,
Texas,Z Gallerie Store #17,Ft. Worth,5,9/4/20,9/15/20,,,,Tarrant County WDA,Tarrant,,
Texas,HPC Developer - Wild Oak Ranch Resort,San Antonio,34,9/2/20,11/13/20,,,,Alamo WDA,Bexar,,
Texas,HV Global Mgmt Corp. - Wild Oak Ranch Resort,San Antonio,66,9/2/20,11/13/20,,,,Alamo WDA,Bexar,,
Texas,HV Global Marketing Corp. - Wild Oak Ranch Resort,San Antonio,1,9/2/20,11/13/20,,,,Alamo WDA,Bexar,,
Texas,Live Nation-Austin,Austin,43,9/1/20,5/1/20,,,,Capital Area WDA,Travis,,
Texas,Live Nation-Pharr,Pharr,253,9/1/20,5/1/20,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,Live Nation-Dallas,Dallas,77,9/1/20,4/1/20,,,,Dallas County WDA,Dallas,,
Texas,Live Nation-W Loop St,Houston,51,9/1/20,4/1/20,,,,Gulf Coast WDA,Harris,,
Texas,Live Nation-Caroline St,Houston,85,9/1/20,8/31/20,,,,Gulf Coast WDA,Harris,,
Texas,"Trinity Rail Maintenance Services, Inc.",Vidor,59,1/28/21,4/30/21,,,,South East Texas WDA,Orange,,
Texas,CACI-ISS,San Antonio,73,1/28/21,2/28/21,,,,Alamo WDA,Bexar,,
Texas,Lucite International,Nederland,99,1/25/21,5/1/21,,,,South East Texas WDA,Jefferson,,
Texas,Gibraltar US,San Benito,96,1/21/21,3/22/21,,,,Cameron County WDA,Cameron,,
Texas,Johnson Controls-Ruskin Rooftop Systems,Carrollton,151,1/14/21,3/31/21,,,,Dallas County WDA,Dallas,,
Texas,Alliance Data Card Services,San Antonio,50,1/14/21,4/1/21,,,,Alamo WDA,Bexar,,
Texas,"Par-Pak, Inc.",Houston,1,1/8/21,3/25/21,,,,Gulf Coast WDA,Harris,,
Texas,Albertsons #3064,Bellaire,67,1/8/21,2/20/21,,,,Gulf Coast WDA,Harris,,
Texas,DHL - Baytown,Baytown,97,1/5/21,3/15/21,,,,Gulf Coast WDA,Harris,,
Texas,Scoobeez - San Antonio,San Antonio,63,8/30/2020,11/1/2020,,,,Alamo WDA,Bexar,,
Texas,Scoobeez Inc-Farmers Branch,Farmers Branch,45,8/28/2020,11/1/2020,,,,Dallas County WDA,Dallas,,
Texas,"Scoobeez, Inc.-Ft. Worth",Ft. Worth,89,8/28/2020,11/1/2020,,,,Tarrant County WDA,Tarrant,,
Texas,"Scoobeez, Inc.-Garland",Garland,69,8/28/2020,11/1/2020,,,,Dallas County WDA,Dallas,,
Texas,"Scoobeez, Inc.-Austin",Austin,71,8/28/2020,11/1/2020,,,,Capital Area WDA,Travis,,
Texas,Avis Budget Car Rental-El Paso,El Paso,12,8/28/2020,4/1/2020,,,,Borderplexjobs WDA,El Paso,,
Texas,"CEC Entertainment, Inc.",Irving,95,8/28/2020,9/30/2020,,,,Dallas County WDA,Dallas,,
Texas,SW Hotels-Westin Galleria,Dallas,89,8/27/2020,10/30/2020,,,,Dallas County WDA,Dallas,,
Texas,GEO Secure Services - Eagle Pass,Eagle Pass,174,8/27/2020,10/27/2020,,,,Middle Rio Grande WDA,Maverick,,
Texas,JW Marriot Resort and SPA - San Antonio,San Antonio,461,8/27/2020,10/30/2020,,,,Alamo WDA,Bexar,,
Texas,Marriott Rivercenter Hotel,San Antonio,237,8/27/2020,10/30/2020,,,,Alamo WDA,Bexar,,
Texas,Marriott Riverwalk,San Antonio,45,8/27/2020,10/30/2020,,,,Alamo WDA,Bexar,,
Texas,Renaissance Dallas at Plano Legacy West Hotel,Plano,66,8/26/2020,10/30/2020,,,,North Central Texas WDA,Collin,,
Texas,Sheraton Gunter San Antonio,San Antonio,38,8/25/2020,10/23/2020,,,,Alamo WDA,Bexar,,
Texas,Hilton-Austin,Austin,77,8/20/2020,8/31/2020,,,,Capital Area WDA,Travis,,
Texas,"Exela Enterprise Solutions, LLC",Austin,81,8/20/2020,11/1/2020,,,,Capital Area WDA,Travis,,
Texas,"Smith Industries, LLC",Midland,72,8/18/2020,8/31/2020,,,,Permian Basin WDA,Midland,,
Texas,Rex Staffing LLC-Country Fresh Products,Houston,310,8/13/2020,10/11/2020,,,,Gulf Coast WDA,Harris,,
Texas,"IPIC Theaters, LLC",Austin,37,8/13/2020,8/13/2020,,,,Capital Area WDA,Travis,,
Texas,Yoga Works - Uptown,Houston,24,8/12/2020,3/17/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,HMS Host - San Antonio,San Antonio,121,8/12/2020,10/15/2020,,,,Alamo WDA,Bexar,,
Texas,"Seadrill Americas, Inc.",Houston,168,8/11/2020,10/1/2020,,,,Gulf Coast WDA,Harris,,
Texas,JC Penney - McAllen,McAllen,137,8/5/2020,7/26/2020,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,The Briar Club,Houston,23,8/5/2020,8/4/2020,,,,Gulf Coast WDA,Harris,,
Texas,"Expedia Group, Inc.",Dallas,116,8/4/2020,10/7/2020,,,,Dallas County WDA,Dallas,,
Texas,Hudson Group-Airport Mgt Services,Dallas,81,7/31/2020,7/31/2020,,,,Dallas County WDA,Dallas,,
Texas,Spirit,DFW Airport,238,7/30/2020,10/1/2020,,,,Dallas County WDA,Dallas,,
Texas,Wyndham - San Antonio,San Antonio,139,7/30/2020,7/3/2020,,,,Alamo WDA,Bexar,,
Texas,"Wyndham Revere, LLC",Dallas,52,7/29/2020,9/30/2020,,,,Dallas County WDA,Dallas,,
Texas,CWT,San Antonio,102,7/28/2020,4/1/2020,,,,Alamo WDA,Bexar,,
Texas,Wyndhgam Vacation Ownership,Austin,81,7/27/2020,4/3/2020,,,,Capital Area WDA,Travis,,
Texas,Brennan's of Houston,Houston,90,7/27/2020,7/27/2020,,,,Gulf Coast WDA,Harris,,
Texas,Hector Garza Center,San Antonio,140,7/23/2020,9/25/2020,,,,Alamo WDA,Bexar,,
Texas,Hilton - Plano,Plano,105,7/23/2020,7/20/2020,,,,North Central Texas WDA,Collin,,
Texas,Visionworks #86,San Antonio,9,7/23/2020,4/4/2020,,,,Alamo WDA,Bexar,,
Texas,Visionworks #32,Midland,3,7/23/2020,4/4/2020,,,,Permian Basin WDA,Midland,,
Texas,Printpack,Orange,58,7/21/2020,9/18/2020,,,,South East Texas WDA,Orange,,
Texas,Sodexo - San Antonio,San Antonio,319,7/20/2020,7/30/2020,,,,Alamo WDA,Bexar,,
Texas,BJ Services - San Antonio,San Antonio,195,7/19/2020,8/2/2020,,,,Alamo WDA,Bexar,,
Texas,JC Penney - Lewisville,Lewisville,87,7/17/2020,9/23/2020,,,,North Central Texas WDA,Denton,,
Texas,Jc Penney-Dallas,Dallas,89,7/17/2020,9/23/2020,,,,Dallas County WDA,Dallas,,
Texas,Hilton Anatole,Dallas,620,7/17/2020,7/17/2020,,,,Dallas County WDA,Dallas,,
Texas,Spirit AeroSystems Inc.,San Antonio,72,7/16/2020,8/17/2020,,,,Alamo WDA,Bexar,,
Texas,ASARCO- Amarillo Refinery,Amarillo,213,7/16/2020,9/15/2020,,,,Panhandle WDA,Potter,,
Texas,Visionworks #262,Round Rock,8,7/16/2020,4/4/2020,,,,Rural Capital WDA,Williamson,,
Texas,"Exterran Energy Solutions, LP - Houston",Houston,174,7/16/2020,9/17/2020,,,,Gulf Coast WDA,Harris,,
Texas,JC Penney - Plano,Plano,717,7/16/2020,9/13/2020,,,,North Central Texas WDA,Collin,,
Texas,Electro Rent,Roanoke,2,7/13/2020,7/1/2020,,,,North Central Texas WDA,Denton,,
Texas,Basic Energy Services-Denver City,Denver City,102,7/10/2020,3/10/2020,,,,Panhandle WDA,Yoakum,,
Texas,"Basic Energy Services - Big Spring, TX",Big Spring,114,7/10/2020,3/27/2020,,,,Permian Basin WDA,Howard,,
Texas,Transform SR LLC #45446,Dallas,57,7/10/2020,9/11/2020,,,,Dallas County WDA,Dallas,,
Texas,C. Baldwin Hotel - Curio Collection by Hilton,Houston,144,7/9/2020,3/20/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,Visionworks #120,Katy,2,7/9/2020,4/4/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,Pilot Thomas Logistics - Midland,Midland,56,7/9/2020,3/20/2020,,,,Permian Basin WDA,Midland,,
Texas,C. Baldwin Hotel - Curio Collection by Hilton,Houston,144,7/9/2020,3/20/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,Visionworks #120,Katy,2,7/9/2020,4/4/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,Pilot Thomas Logistics - Midland,Midland,56,7/9/2020,3/20/2020,,,,Permian Basin WDA,Midland,,
Texas,Dallas Fort Worth International,Dallas,71,7/8/2020,10/1/2020,,,,Dallas County WDA,Dallas,,
Texas,"Borusan Mannesmann Pipe U.S., Inc.",Baytown,114,7/8/2020,7/1/2020,,,,Gulf Coast WDA,Harris,,
Texas,Transocean Deepwater Inc.- Discover Inspiration,Houston,110,7/7/2020,9/15/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,"GSC Wholesale, LLC dba Grocers Supply",Houston,90,7/3/2020,9/4/2020,,,,Gulf Coast WDA,Harris,,
Texas,Brident-Westheimer Rd,Houston,6,7/2/2020,7/31/2020,,,,Gulf Coast WDA,Harris,,
Texas,Brident-Broadway,Houston,4,7/2/2020,7/31/2020,,,,Gulf Coast WDA,Harris,,
Texas,Brident-Long Point RD,Houston,3,7/2/2020,7/31/2020,,,,Gulf Coast WDA,Harris,,
Texas,Brident-Tidwell Rd,Houston,3,7/2/2020,7/31/2020,,,,Gulf Coast WDA,Harris,,
Texas,Brident-Edgebrook Dr,Houston,2,7/2/2020,7/31/2020,,,,Gulf Coast WDA,Harris,,
Texas,Brident-E. Fwy,Houston,2,7/2/2020,7/31/2020,,,,Gulf Coast WDA,Harris,,
Texas,Brident-W Camp Widsom,Dallas,4,7/2/2020,7/31/2020,,,,Dallas County WDA,Dallas,,
Texas,Brident-Crosstimbers,Houston,2,7/2/2020,7/31/2020,,,,Gulf Coast WDA,Harris,,
Texas,Brident-Greens Rd,Houston,1,7/2/2020,7/31/2020,,,,Gulf Coast WDA,Harris,,
Texas,Brident-Airline Dr.,Houston,3,7/2/2020,7/31/2020,,,,Gulf Coast WDA,Harris,,
Texas,Brident-Gulf Fwy,Houston,5,7/2/2020,7/31/2020,,,,Gulf Coast WDA,Harris,,
Texas,Brident-SW Military,San Antonio,5,7/2/2020,7/31/2020,,,,Alamo WDA,Bexar,,
Texas,Brident-W. Bellfort Ave,Houston,5,7/2/2020,7/31/2020,,,,Gulf Coast WDA,Harris,,
Texas,Brident-8706 Fredericksburg,San Antonio,1,7/2/2020,7/31/2020,,,,Alamo WDA,Bexar,,
Texas,Brident-W Commerce,San Antonio,3,7/2/2020,7/31/2020,,,,Alamo WDA,Bexar,,
Texas,Brident-3655 Fredericksburg,San Antonio,1,7/2/2020,7/31/2020,,,,Alamo WDA,Bexar,,
Texas,Brident-2000 SE. Loop,San Antonio,1,7/2/2020,7/31/2020,,,,Alamo WDA,Bexar,,
Texas,Brident-Bellaire bBlvd,Houston,5,7/2/2020,7/31/2020,,,,Gulf Coast WDA,Harris,,
Texas,Electro Rent,Roanoke,3,7/1/2020,7/1/2020,,,,North Central Texas WDA,Denton,,
Texas,The Lycra Co.,La Porte,79,6/30/2020,8/31/2020,,,,Gulf Coast WDA,Harris,,
Texas,PCC Wyman Gordon,Houston,10,6/30/2020,7/2/2020,,,,Gulf Coast WDA,Harris,,
Texas,Hard Rock Café-San Antonio,San Antonio,138,6/29/2020,4/13/2020,,,,Alamo WDA,Bexar,,
Texas,Spire Hospitality-Embassy Suites,Laredo,58,6/26/2020,7/1/2020,,,,South Texas WDA,Webb,,
Texas,PV Fluid Products Inc.,Houston,113,6/25/2020,6/8/2020,,,,Gulf Coast WDA,Harris,,
Texas,Kimpton Hotel,Austin,180,6/25/2020,6/30/2020,,,,Capital Area WDA,Travis,,
Texas,Van Vleck Paint Shop,Bay City,10,6/22/2020,8/21/2020,,,,Gulf Coast WDA,Matagorda,,
Texas,Clute Fabrication Shop,Clute,46,6/22/2020,8/21/2020,,,,Gulf Coast WDA,Brazoria,,
Texas,Bradshaw State Jail,Henderson,229,6/22/2020,7/3/2020,,,,East Texas WDA,Rusk,,
Texas,Pounds Photo Lab,Dallas,61,6/17/2020,7/1/2020,,,,Dallas County WDA,Dallas,,
Texas,Adeputs Health dba FCER Management LLC,Irving,96,6/15/2020,8/15/2020,,,,Dallas County WDA,Dallas,,
Texas,Hyatt Regency DFW,DFW Airport,210,6/15/2020,3/22/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Hyatt Corp dba Miraval Austin Wellness Resort & Spa,Austin,137,6/12/2020,3/22/2020,,,,Capital Area WDA,Travis,,
Texas,Hyatt Regency - Austin,Austin,224,6/12/2020,3/15/2020,,,,Capital Area WDA,Travis,,
Texas,Grand Hyatt San Antonio,San Antonio,271,6/11/2020,3/22/2020,,,,Alamo WDA,Bexar,,
Texas,Owens-Corning - Amarillo,Amarillo,205,6/11/2020,8/5/2020,,,,Panhandle WDA,Randall,,
Texas,Hotel Contessa,San Antonio,84,6/11/2020,6/13/2020,,,,Alamo WDA,Bexar,,
Texas,Hyatt Regency - Houston,Houston,260,6/8/2020,3/22/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,Ritz Carlton - Dallas,Dallas,365,6/8/2020,3/14/2020,,,,Dallas County WDA,Dallas,,
Texas,"Seadrill Americas, Inc.",Houston,135,6/5/2020,6/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Gaylord - Grapevine,Grapevine,1426,6/4/2020,3/16/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Sound Inpatient Physicians Inc.,Westlake,33,6/1/2020,6/1/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Echo Locum Tenens Inc.,Westlake,13,6/1/2020,6/1/2020,,,,Tarrant County WDA,Tarrant,,
Texas,"GE Engine Services, L.P.",McAllen,257,6/1/2020,6/12/2020,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,Turner Industries-Corpus Christi,Corpus Ch,40,6/1/2020,6/25/2020,,,,Coastal Bend WDA,Nueces,,
Texas,St. Regis Houston,Houston,180,6/1/2020,3/21/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,Jim's Formal Wear,Seguin,44,5/31/2020,3/20/2020,,,,Alamo WDA,Guadalupe,,
Texas,Renaissance Hotel,Austin,243,5/29/2020,3/21/2020,,,,Capital Area WDA,Travis,,
Texas,Collins Aerospace,Houston,144,5/29/2020,7/31/2020,,,,Gulf Coast WDA,Harris,,
Texas,Allied Aviation-Southlake,Southlake,50,5/29/2020,4/20/2020,,,,Tarrant County WDA,Tarrant,,
Texas,85C Bakery-Katy,Katy,1,5/29/2020,6/12/2020,,,,Gulf Coast WDA,Harris,,
Texas,Live by Loews,Arlington,153,5/29/2020,5/27/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Holiday Inn Club Vacations-Pantego,Pantego,307,5/29/2020,5/21/2020,,,,Tarrant County WDA,Tarrant,,
Texas,85 C Bakery Café,Friendswood,9,5/29/2020,6/12/2020,,,,Gulf Coast WDA,Harris,,
Texas,Benchmark Electronics,Angleton,190,5/28/2020,1/1/2021,,,,Gulf Coast WDA,Brazoria,,
Texas,ECFMG-Clinical Skills Exam,Houston,103,5/27/2020,6/12/2020,,,,Gulf Coast WDA,Harris,,
Texas,First Texas Hospital Cy-Fair,Houston,62,5/26/2020,7/26/2020,,,,Gulf Coast WDA,Harris,,
Texas,Sheraton Austin,Austin,99,5/22/2020,5/21/2020,,,,Capital Area WDA,Travis,,
Texas,ProPetro-Coil Tubing Operations,Midland,32,5/22/2020,5/27/2020,,,,Permian Basin WDA,Midland,,
Texas,"Laz Parking Texas, LLC",Dallas,310,5/22/2020,3/8/2020,,,,Dallas County WDA,Dallas,,
Texas,The Moran at City Center,Houston,47,5/22/2020,5/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,"Texas Steel Conversion, Inc.",Houston,491,5/21/2020,6/15/2020,,,,Gulf Coast WDA,Harris,,
Texas,Marriott City Place-Spicewood Village,Spring,33,5/21/2020,3/27/2020,,,,Gulf Coast WDA,Harris,,
Texas,XPO Logistics-Jacomson Warehouse,Dallas,243,5/18/2020,7/17/2020,,,,Dallas County WDA,Dallas,,
Texas,Cactus Wellhead,Odessa,14,5/14/2020,5/14/2020,,,,Permian Basin WDA,Ector,,
Texas,Allied Aviation-Houston,Houston,77,5/14/2020,4/20/2020,,,,Gulf Coast WDA,Harris,,
Texas,St Edwards University,Austin,95,5/14/2020,5/31/2020,,,,Capital Area WDA,Travis,,
Texas,Hydraulic Fracturing Facility,Midland,392,5/12/2020,5/12/2020,,,,Permian Basin WDA,Midland,,
Texas,James Avery -Fredericksburg,Fredericksburg,82,5/12/2020,7/12/2020,,,,Alamo WDA,Gillespie,,
