State,Company,City,Number of Workers,WARN Received Date,Effective Date,Closure/Layoff,Temporary/Permanent,Union,Region,County,Industry,Notes
Texas,"Magnum Precision Operations, LLC",Houston,83,5/27/2015,5/31/2015,,,,Gulf Coast WDA,Harris,,
Texas,"Axion Services, LLC",Houston,14,5/27/2015,5/31/2015,,,,Gulf Coast WDA,Harris,,
Texas,Ocwen Financial Corp.-Litton Loan Servicing (LLS) LP,Houston,141,5/27/2015,7/31/2015,,,,Gulf Coast WDA,Harris,,
Texas,ThermoFisher Scientific-Sugarland,Sugar Land,52,5/27/2015,5/31/2015,,,,Gulf Coast WDA,Fort Bend,,
Texas,Boeing Company,Houston,8,5/27/2015,7/24/2015,,,,Gulf Coast WDA,Harris,,
Texas,Hodges Trucking,Alvarado,67,5/26/2015,7/25/2015,,,,North Central Texas WDA,Johnson,,
Texas,GDC Technics,San Antonio,162,5/26/2015,7/31/2015,,,,Alamo WDA,Bexar,,
Texas,Gulf Marine Fabricators - Aransas Pass,Aransas Pass,554,5/18/2015,7/20/2015,,,,Coastal Bend WDA,San Patricio,,
Texas,"Blue Bell Creameries, L.P.",Brenham,341,5/18/2015,5/29/2015,,,,Brazos Valley WDA,Washington,,
Texas,Albertsons #2587,Arlington,45,5/15/2015,6/20/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Ryder-Haltom City,Haltom City,95,5/15/2015,5/15/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Access Mediquip,Houston,40,5/15/2015,5/1/2015,,,,Gulf Coast WDA,Harris,,
Texas,"TIC Energy & Chemical, Inc-(TEC) -Freeport",Freeport,500,5/14/2015,5/31/2015,,,,Gulf Coast WDA,Brazoria,,
Texas,"Danbury Aerospace, Inc. (DAI)",San Antonio,106,5/13/2015,7/6/2015,,,,Alamo WDA,Bexar,,
Texas,Select Medical Corp.,Houston,222,5/12/2015,7/3/2015,,,,Gulf Coast WDA,Harris,,
Texas,"Capital One Services, Inc.",Irving,299,5/7/2015,7/4/2015,,,,Dallas County WDA,Dallas,,
Texas,Child Care Associates,Ft. Worth,75,5/5/2015,7/4/2015,,,,Tarrant County WDA,Tarrant,,
Texas,HOWCO,Yorktown,32,5/5/2015,4/28/2015,,,,Golden Crescent WDA,Dewitt,,
Texas,Valmont Brenham,Brenham,173,5/4/2015,7/4/2015,,,,Brazos Valley WDA,Washington,,
Texas,Whole Foods Market-Houston,Houston,100,5/1/2015,7/3/2015,,,,Gulf Coast WDA,Harris,,
Texas,Celebrating Home,Marshall,80,5/1/2015,7/31/2015,,,,East Texas WDA,Harrison,,
Texas,Austin American Statesman,Austin,103,5/1/2015,7/13/2015,,,,Capital Area WDA,Travis,,
Texas,Aramark-Texarkana,Texarkana,105,4/29/2015,6/30/2015,,,,North East Texas WDA,Bowie,,
Texas,Aramark-Atlanta,Atlanta,5,4/29/2015,6/30/2015,,,,North East Texas WDA,Cass,,
Texas,Bell Helicopter-S Norwood,Hurst,538,4/28/2015,7/3/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Bell Helicopter-Bell Helicopter Blvd.,Ft. Worth,35,4/28/2015,7/3/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Bell Helicopter-High River Rd.,Ft. Worth,35,4/28/2015,7/3/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Bell Helicopter-Arlington,Arlington,35,4/28/2015,7/3/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Bell Helicopter-Aviator Way,Ft. Worth,35,4/28/2015,7/3/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Bell Helicopter-Highway 360,Grand Prairie,35,4/28/2015,7/3/2015,,,,Tarrant County WDA,Tarrant,,
Texas,CB&I Stone & Webster,Glen Rose,322,4/27/2015,5/31/2015,,,,North Central Texas WDA,Somervell,,
Texas,Baker Hughes-Alice2,Alice,27,4/23/2015,4/23/2015,,,,Coastal Bend WDA,Jim Wells,,
Texas,"Breg, Inc.",Grand Prairie,133,4/23/2015,8/14/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Hudson Group,Houston,79,4/23/2015,6/22/2015,,,,Gulf Coast WDA,Harris,,
Texas,Express Scripts-N. Riverside,Ft. Worth,227,4/22/2015,6/21/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Express Scripts-N. Riverside,Ft. Worth,227,4/22/2015,6/21/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Halliburton-Interwood,Houston,134,4/22/2015,4/20/2015,,,,Gulf Coast WDA,Harris,,
Texas,Delaware N Co. Travel Hosp. Svcs. Inc.-Houston,Houston,333,4/22/2015,6/30/2015,,,,Gulf Coast WDA,Harris,,
Texas,Halliburton-Ft. Stockton,Fort Stockton,93,4/21/2015,4/20/2015,,,,Permian Basin WDA,Pecos,,
Texas,Halliburton-Brownfield,Brownfield,99,4/21/2015,4/20/2015,,,,South Plains WDA,Terry,,
Texas,Boeing Company,Houston,1,4/21/2015,6/19/2015,,,,Gulf Coast WDA,Harris,,
Texas,Maxum Petroleum Operating Company dba Pilot Thomas Logistics,Robstown,60,4/20/2015,6/22/2015,,,,Coastal Bend WDA,Nueces,,
Texas,"US Steel Oilwell Services, LLC",Houston,200,4/17/2015,6/17/2015,,,,Gulf Coast WDA,Harris,,
Texas,Walmart-Midland,Midland,456,4/15/2015,4/13/2015,,,,Permian Basin WDA,Midland,,
Texas,Walmart - Livingston,Livingston,420,4/14/2015,4/13/2015,,,,Deep East Texas WDA,Polk,,
Texas,Office Max - Garland,Garland,72,4/14/2015,6/12/2015,,,,Dallas County WDA,Dallas,,
Texas,Android Industires-East Randoll Mill,Arlington,40,4/9/2015,6/13/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Eisai Inc.,Irving,51,4/9/2015,6/9/2015,,,,Dallas County WDA,Dallas,,
Texas,Android Industries-Pioneer Pkwy,Arlington,49,4/9/2015,6/13/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Android Industries-E Pioneer Pkwy,Arlington,100,4/9/2015,6/13/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Android Industries,Arlington,400,4/9/2015,6/13/2015,,,,Tarrant County WDA,Tarrant,,
Texas,FTS International,Bryan,194,4/8/2015,4/8/2015,,,,Brazos Valley WDA,Brazos,,
Texas,Durham School Services-Lewisville,Lewisville,358,4/8/2015,6/8/2015,,,,North Central Texas WDA,Denton,,
Texas,Durham School Services-Burleson,Burleson,124,4/8/2015,6/8/2015,,,,North Central Texas WDA,Johnson,,
Texas,"Lufkin Industries, (GE Oil & Gas)",Lufkin,149,4/7/2015,3/26/2015,,,,Deep East Texas WDA,Angelina,,
Texas,"Seadrill Americas, Inc.",Houston,159,3/30/2015,4/1/2015,,,,Gulf Coast WDA,Harris,,
Texas,AF Global Corporation,Houston,89,3/27/2015,5/18/2015,,,,Gulf Coast WDA,Harris,,
Texas,LabCorp-Dallas,Dallas,56,3/26/2015,9/25/2015,,,,Dallas County WDA,Dallas,,
Texas,East Texas Medical Center-Crockett,Crockett,120,3/24/2015,5/31/2015,,,,Deep East Texas WDA,Houston,,
Texas,Tenaris dba Texas ARAI-Maverick Tube Corp.,Houston,133,3/24/2015,5/23/2015,,,,Gulf Coast WDA,Fort Bend,,
Texas,Halliburton Energy Services-Alice,Alice,60,3/23/2015,3/19/2015,,,,Coastal Bend WDA,Jim Wells,,
Texas,Boeing Company,Houston,9,3/23/2015,5/25/2015,,,,Gulf Coast WDA,Harris,,
Texas,Justin Brands,Ft. Worth,68,3/17/2015,5/15/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Trican Well Service,Odessa,137,3/17/2015,3/20/2015,,,,Permian Basin WDA,Ector,,
Texas,Hewlett Packard - Houston2,Houston,77,3/13/2015,1/23/2015,,,,Gulf Coast WDA,Harris,,
Texas,Softcard,Dallas,121,3/6/2015,5/8/2015,,,,Dallas County WDA,Dallas,,
Texas,Sprint-Irving3,Irving,68,3/6/2015,3/5/2015,,,,Dallas County WDA,Dallas,,
Texas,"Oilfield Trucking Solutions, a subsidiary of Seventy Seven Energy, Inc.",Pearsall,93,3/4/2015,4/5/2015,,,,Alamo WDA,Frio,,
Texas,"Ultra Premium Oilfield, LTD",Odessa,78,3/3/2015,5/1/2015,,,,Permian Basin WDA,Ector,,
Texas,Management & Training Corp. (MTC)-Willacy Proc Ctr,Raymondville,337,3/2/2015,2/27/2015,,,,Lower Rio Grande Valley WDA,Willacy,,
Texas,SER Jobs for Progress-Administrative Office,San Antonio,,2/26/2015,2/28/2015,,,,Alamo WDA,Bexar,,
Texas,Baker Hughes-Snyder,Snyder,133,2/25/2015,2/3/2015,,,,West Central WDA,Scurry,,
Texas,Boeing Company,Houston,7,2/25/2015,4/24/2015,,,,Gulf Coast WDA,Harris,,
Texas,Convergys Customer Management Group Inc.-Pharr,Pharr,281,2/24/2015,4/30/2015,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,Baker Hughes-Kilgore,Kilgore,58,2/24/2015,2/2/2015,,,,East Texas WDA,Gregg,,
Texas,"Advanced Stimulation Technologies, Inc.",Midland,69,2/23/2015,2/11/2015,,,,Permian Basin WDA,Midland,,
Texas,Maverick Tube Corporation d/b/a Tenaris Conroe,Conroe,236,2/23/2015,4/24/2015,,,,Gulf Coast WDA,Montgomery,,
Texas,Amega West,Tyler,58,2/20/2015,4/21/2015,,,,East Texas WDA,Smith,,
Texas,US Steel Tubular Products - Hughes Springs,Hughes Springs,63,2/20/2015,4/26/2015,,,,North East Texas WDA,Cass,,
Texas,Bank of America-Plano2,Plano,22,2/18/2015,4/13/2015,,,,North Central Texas WDA,Collin,,
Texas,Bank of America - Addison,Addison,71,2/18/2015,4/13/2015,,,,Dallas County WDA,Dallas,,
Texas,Bank of America - Plano,Plano,23,2/17/2015,4/15/2015,,,,North Central Texas WDA,Collin,,
Texas,Hamilton Scientific,Round Rock,67,2/17/2015,3/6/2015,,,,Rural Capital WDA,Williamson,,
Texas,"Acme Energy Services, Inc. dba Big Dog Drilling",Midland,31,2/17/2015,4/17/2015,,,,Permian Basin WDA,Midland,,
Texas,Baker Hughes-Alice,Alice,51,2/9/2015,2/9/2015,,,,Coastal Bend WDA,Jim Wells,,
Texas,JELD-WEN -Temple,Temple,69,2/6/2015,3/31/2015,,,,Central Texas WDA,Bell,,
Texas,"Aramark Sports and Entertainment Services of TX, LLC",Houston,77,2/5/2015,2/28/2015,,,,Gulf Coast WDA,Harris,,
Texas,Apex Tool Group,Garland,261,2/5/2015,4/6/2015,,,,Dallas County WDA,Dallas,,
Texas,Boeing Company,Houston,2,2/5/2015,4/3/2015,,,,Gulf Coast WDA,Harris,,
Texas,Baker Hughes-Mineral Wells,Mineral Wells,110,2/5/2015,2/5/2015,,,,North Central Texas WDA,Palo Pinto,,
Texas,Radio Shack Corporation,Ft. Worth,683,2/4/2015,3/13/2015,,,,Tarrant County WDA,Tarrant,,
Texas,Radio Shack Support Facilities & Distribution Center,Ft. Worth,344,2/4/2015,3/13/2015,,,,Tarrant County WDA,Tarrant,,
Texas,"Sentry Supply Inc.,dba Superior Supply Inc.",Carrizo Springs,4,2/2/2015,2/28/2015,,,,Middle Rio Grande WDA,Dimmit,,
Texas,Convergys Contact Center,Jacksonville,78,1/30/2015,4/2/2015,,,,East Texas WDA,Cherokee,,
Texas,Lariat Services - Odessa,Odessa,26,1/30/2015,3/29/2015,,,,Permian Basin WDA,Ector,,
Texas,"Sandridge Energy, Inc.",Odessa,25,1/30/2015,3/29/2015,,,,Permian Basin WDA,Ector,,
Texas,Office Max - Garland,Garland,58,1/29/2015,3/30/2015,,,,Dallas County WDA,Dallas,,
Texas,"Lufkin Industries, Inc. (GE Oil & Gas)",Lufkin,330,1/29/2015,3/26/2015,,,,Deep East Texas WDA,Angelina,,
Texas,"Trican Well Service, L.P.",Longview,125,1/29/2015,3/29/2015,,,,East Texas WDA,Gregg,,
Texas,US Steel Tubular Products- Lone Star,Lone Star,318,1/27/2015,2/1/2015,,,,North East Texas WDA,Morris,,
Texas,Laredo Petroleum,Farmers Branch,36,1/20/2015,1/20/2015,,,,Dallas County WDA,Dallas,,
Texas,Boeing Company,Houston,3,1/20/2015,3/20/2015,,,,Gulf Coast WDA,Harris,,
Texas,Engineered Polymer Solutions-Garland2,Garland,23,1/15/2015,5/22/2015,,,,Dallas County WDA,Dallas,,
Texas,PCI Manufacturing LLC,Sulphur Springs,0,1/15/2015,1/15/2015,,,,North East Texas WDA,Hopkins,,
Texas,Engineered Polymer Solutions-Garland,Garland,31,1/15/2015,3/17/2015,,,,Dallas County WDA,Dallas,,
Texas,Sendero Drilling,San Angelo,30,1/14/2015,9/1/2015,,,,Concho Valley WDA,Tom Green,,
Texas,US Steel Tubular Products - Houston2,Houston,142,1/6/2015,3/8/2015,,,,Gulf Coast WDA,Harris,,
Texas,HighMount Exploration & Production LLC,Houston,11,1/5/2015,12/1/2014,,,,Gulf Coast WDA,Harris,,
Texas,"Schenker, Inc.",El Paso,18,12/30/2014,3/2/2015,,,,Upper Rio Grande WDA,El Paso,,
Texas,Boeing Company,Houston,1,12/22/2014,2/20/2015,,,,Gulf Coast WDA,Harris,,
Texas,Sears Holdings-Unit 45446,Dallas,77,12/22/2014,12/17/2015,,,,Dallas County WDA,Dallas,,
Texas,WFF Facility Services,San Marcos,72,12/18/2014,1/11/2015,,,,Rural Capital WDA,Hays,,
Texas,"21CT, Inc.",Austin,65,12/18/2014,12/31/2014,,,,Capital Area WDA,Travis,,
Texas,Uti Intregrated Logistics-Lancaster,Lancaster,75,12/8/2014,2/1/2015,,,,Dallas County WDA,Dallas,,
Texas,East Texas Medical Center,Mt Vernon,8,11/25/2014,1/31/2015,,,,North East Texas WDA,Franklin,,
Texas,Boeing Company,Houston,6,11/24/2014,11/23/2015,,,,Gulf Coast WDA,Harris,,
Texas,Hewlett Packard - Houston2,Houston,66,11/21/2014,10/24/2014,,,,Gulf Coast WDA,Harris,,
Texas,"Telect, Inc.-Plano",Plano,116,11/11/2014,1/11/2015,,,,North Central Texas WDA,Collin,,
Texas,"Penncro Associates, Inc-Bryan",Bryan,237,11/10/2014,11/28/2014,,,,Brazos Valley WDA,Brazos,,
Texas,American Cotton Growers,Littlefield,340,11/10/2014,1/6/2015,,,,South Plains WDA,Lamb,,
Texas,Boeing Company,Houston,1,11/6/2014,1/1/2015,,,,Gulf Coast WDA,Harris,,
Texas,BAE Systems Technology Solutions & Services,Ft. Worth,203,11/6/2014,11/6/2014,,,,Tarrant County WDA,Tarrant,,
Texas,HighMount Exploration & Production LLC,Houston,19,11/3/2014,12/1/2014,,,,Gulf Coast WDA,Harris,,
Texas,Uti Integrated Logistics-Dallas,Dallas,371,10/30/2014,11/10/2014,,,,Dallas County WDA,Dallas,,
Texas,Capital One,Houston,111,10/30/2014,1/2/2015,,,,Gulf Coast WDA,Harris,,
Texas,Hercules Offshore,Houston,36,10/30/2014,12/31/2014,,,,Gulf Coast WDA,Harris,,
Texas,East Texas Medical Center,Mt Vernon,58,10/30/2014,12/31/2014,,,,North East Texas WDA,Franklin,,
Texas,East Texas Medical Center-Clarksville,Clarksville,82,10/29/2014,12/31/2014,,,,North East Texas WDA,Red River,,
Texas,"PESystems, Inc.",San Antonio,67,10/17/2014,12/17/2014,,,,Alamo WDA,Bexar,,
Texas,GAF,Dallas,40,10/17/2014,12/19/2014,,,,Dallas County WDA,Dallas,,
Texas,Pexco-Houston,Houston,40,10/17/2014,12/8/2014,,,,Gulf Coast WDA,Harris,,
Texas,Conduit Global-Operator Service Co. LLC DBA,Lubbock,136,10/16/2014,12/15/2014,,,,South Plains WDA,Lubbock,,
Texas,Boeing Company,Houston,14,10/14/2014,12/12/2014,,,,Gulf Coast WDA,Harris,,
Texas,Bank of America - Addison,Addison,75,10/10/2014,12/7/2014,,,,Dallas County WDA,Dallas,,
Texas,Bank of America - Plano,Plano,93,10/6/2014,11/7/2014,,,,North Central Texas WDA,Collin,,
Texas,Bank of America-Plano2,Plano,94,10/6/2014,11/7/2014,,,,North Central Texas WDA,Collin,,
Texas,Spring Branch Healthcare Center,Houston,80,10/6/2014,12/5/2014,,,,Gulf Coast WDA,Harris,,
Texas,HighMount Exploration & Production LLC,Houston,11,9/30/2014,11/10/2014,,,,Gulf Coast WDA,Harris,,
Texas,Bank of America - Fort Worth,Ft. Worth,50,9/25/2014,11/17/2014,,,,Tarrant County WDA,Tarrant,,
Texas,Boeing Company,Houston,34,9/22/2014,11/21/2014,,,,Gulf Coast WDA,Harris,,
Texas,Abbott Vascular,Webster,52,9/17/2014,9/14/2014,,,,Gulf Coast WDA,Harris,,
Texas,Menzies Aviation,Houston,324,9/16/2014,11/30/2014,,,,Gulf Coast WDA,Harris,,
Texas,"Houston Regional Sports Network, L.P.",Houston,141,9/16/2014,10/17/2014,,,,Gulf Coast WDA,Harris,,
Texas,HighMount Exploration & Production LLC,Houston,35,9/9/2014,10/24/2014,,,,Gulf Coast WDA,Harris,,
Texas,ImageAPI,Midland,92,9/4/2014,11/3/2014,,,,Permian Basin WDA,Midland,,
Texas,Fluor Federal Solutions LLC,McKinney,79,9/4/2014,10/31/2014,,,,North Central Texas WDA,Collin,,
Texas,"Leo's Foods, Inc.",Ft. Worth,87,9/3/2014,10/10/2014,,,,Tarrant County WDA,Tarrant,,
Texas,Maximus-Midland,Midland,319,9/3/2014,11/14/2014,,,,Permian Basin WDA,Midland,,
Texas,East Texas Medical Center-Gilmore,Gilmer,36,9/2/2014,10/31/2014,,,,East Texas WDA,Upshur,,
Texas,North Texas Job Corps Center,McKinney,240,9/2/2014,10/31/2014,,,,North Central Texas WDA,Collin,,
Texas,Riverstone Residential Group,Dallas,101,8/27/2014,10/31/2014,,,,Dallas County WDA,Dallas,,
Texas,Boeing Company,Houston,3,8/25/2014,10/24/2014,,,,Gulf Coast WDA,Harris,,
Texas,Taylor Made Golf Co.- Adams Golf,Plano,138,8/13/2014,10/15/2014,,,,North Central Texas WDA,Collin,,
Texas,Saddle Creek Logistics Services,Lancaster,89,8/11/2014,10/11/2014,,,,Dallas County WDA,Dallas,,
Texas,Day & Zimmermann,Texarkana,90,8/11/2014,10/15/2014,,,,North East Texas WDA,Bowie,,
Texas,"Springleaf Financial, Inc.-Dallas Service Center",Irving,114,8/8/2014,10/5/2014,,,,Dallas County WDA,Dallas,,
Texas,L & H Packing Company,San Antonio,325,8/7/2014,8/15/2014,,,,Alamo WDA,Bexar,,
Texas,Xerox Business Services-Houston,Houston,468,8/7/2014,9/30/2014,,,,Gulf Coast WDA,Harris,,
Texas,Launch Ability,Dallas,95,8/5/2014,9/1/2014,,,,Dallas County WDA,Dallas,,
Texas,Bank of America - InfoMart,Dallas,51,8/4/2014,9/30/2014,,,,Dallas County WDA,Dallas,,
Texas,Sprint-Ft Worth,Ft. Worth,78,8/4/2014,7/31/2014,,,,Tarrant County WDA,Tarrant,,
Texas,Ceva Logistics-Lewisville,Lewisville,189,8/1/2014,12/31/2014,,,,North Central Texas WDA,Denton,,
Texas,Coworx Staffing Services,Ft. Worth,95,7/30/2014,12/31/2014,,,,Tarrant County WDA,Tarrant,,
Texas,"Professional Transportation, Inc.",Beaumont,,7/28/2014,10/1/2014,,,,South East Texas WDA,Jefferson,,
Texas,Johns Manville,Cleburne,90,7/23/2014,9/23/2014,,,,North Central Texas WDA,Johnson,,
Texas,Boeing Company,Houston,3,7/22/2014,9/19/2014,,,,Gulf Coast WDA,Harris,,
Texas,Anthem College,Irving,30,7/18/2014,9/15/2014,,,,Dallas County WDA,Dallas,,
Texas,Valmont Newark,Mansfield,90,7/14/2014,9/9/2014,,,,Tarrant County WDA,Tarrant,,
Texas,"United Space Alliance, LLC",Houston,13,7/11/2014,10/1/2014,,,,Gulf Coast WDA,Harris,,
Texas,"United Space Alliance, LLC (JSC) - Houston2",Houston,502,7/11/2014,10/1/2014,,,,Gulf Coast WDA,Harris,,
Texas,"Conduit Global-kgb USA, Inc.",San Antonio,225,7/10/2014,8/31/2014,,,,Alamo WDA,Bexar,,
Texas,Travelocity-,San Antonio,85,7/1/2014,8/31/2014,,,,Alamo WDA,Bexar,,
Texas,Pactiv Food Service/food Packaging,Dallas,66,6/30/2014,8/29/2014,,,,Dallas County WDA,Dallas,,
Texas,"Red Ventures, LLC",San Antonio,92,6/26/2014,9/19/2014,,,,Alamo WDA,Bexar,,
Texas,ThermoFisher Scientific,Austin,115,6/24/2014,9/26/2014,,,,Capital Area WDA,Travis,,
Texas,Sitel-San Angelo,San Angelo,378,6/24/2014,8/23/2014,,,,Concho Valley WDA,Tom Green,,
Texas,Boeing Company,Houston,189,6/23/2014,8/22/2014,,,,Gulf Coast WDA,Harris,,
Texas,American Commercial College-Lubbock,Lubbock,5,6/11/2014,6/11/2014,,,,South Plains WDA,Lubbock,,
Texas,American Commercial College-Odessa,Odessa,11,6/11/2014,6/11/2014,,,,Permian Basin WDA,Ector,,
Texas,American Commercial College-Wichita Falls,Wichita Falls,16,6/11/2014,6/11/2014,,,,North Texas WDA,Wichita,,
Texas,American Commercial College-San Angelo,San Angelo,12,6/11/2014,6/11/2014,,,,Concho Valley WDA,Tom Green,,
Texas,"Entropic Communications, Inc.",Austin,62,6/9/2014,8/8/2014,,,,Capital Area WDA,Travis,,
Texas,Bank of America - Addison,Addison,10,6/6/2014,8/4/2014,,,,Dallas County WDA,Dallas,,
Texas,NFI Industries,Longview,71,6/4/2014,7/31/2014,,,,East Texas WDA,Gregg,,
Texas,First Transit-San Marcos,San Marcos,90,6/3/2014,9/9/2014,,,,Rural Capital WDA,Hays,,
Texas,US Steel Tubular Products - Bellview,Bellville,71,6/3/2014,8/3/2014,,,,Gulf Coast WDA,Austin,,
Texas,"Triumph Hospital of E. Houston, LP dba Kindred Hospital",Channelview,139,6/3/2014,7/31/2014,,,,Gulf Coast WDA,Harris,,
Texas,"Triumph Hospital of N. Houston, LP dba Kindred Hospital",Houston,107,6/3/2014,7/31/2014,,,,Gulf Coast WDA,Harris,,
Texas,HighMount Exploration & Production LLC,Houston,5,6/2/2014,7/28/2014,,,,Gulf Coast WDA,Harris,,
Texas,Flextronics-Ft. Worth,Ft. Worth,223,5/30/2014,8/1/2014,,,,Tarrant County WDA,Tarrant,,
Texas,Boeing Company,Houston,4,5/30/2014,7/25/2014,,,,Gulf Coast WDA,Harris,,
Texas,Sprint-Ft Worth,Ft. Worth,2,5/30/2014,5/30/2014,,,,Tarrant County WDA,Tarrant,,
Texas,Sprint-Temple,Temple,37,5/30/2014,5/30/2014,,,,Central Texas WDA,Bell,,
Texas,Bank of America - Plano,Plano,21,5/29/2014,7/20/2014,,,,North Central Texas WDA,Collin,,
Texas,Bank of America-Plano2,Plano,20,5/29/2014,7/20/2014,,,,North Central Texas WDA,Collin,,
Texas,Sears Parts Distribution Center,Ft. Worth,55,5/16/2014,6/29/2014,,,,Tarrant County WDA,Tarrant,,
Texas,"Texas Tile Manufacturing, LLC",Houston,99,5/15/2014,7/18/2014,,,,Gulf Coast WDA,Harris,,
Texas,Tarkett,Houston,10,5/15/2014,7/18/2014,,,,Gulf Coast WDA,Harris,,
Texas,Bank of America-Amon Carter,Ft. Worth,58,5/8/2014,6/22/2014,,,,Tarrant County WDA,Tarrant,,
Texas,Sims Recycling Solutions,Dallas,45,5/8/2014,7/31/2014,,,,Dallas County WDA,Dallas,,
Texas,Honeywell Aerospace,Irving,40,5/5/2014,7/1/2014,,,,Dallas County WDA,Dallas,,
Texas,"Penncro Associates, Inc.",McAllen,125,5/2/2014,5/9/2014,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,Express Scripts-Irving,Irving,148,4/30/2014,6/29/2014,,,,Dallas County WDA,Dallas,,
Texas,Express Scripts-Ft. Worth,Ft. Worth,418,4/30/2014,6/29/2014,,,,Tarrant County WDA,Tarrant,,
Texas,Kimberly-Clark - San Antonio,San Antonio,87,4/29/2014,6/30/2014,,,,Alamo WDA,Bexar,,
Texas,Veolia Transportation-Austin,Austin,118,4/25/2014,5/10/2014,,,,Capital Area WDA,Travis,,
Texas,Greatwide Dedicated Transport III,New Caney,50,4/22/2014,6/22/2014,,,,Gulf Coast WDA,Montgomery,,
Texas,Boeing Company,Houston,12,4/21/2014,6/20/2014,,,,Gulf Coast WDA,Harris,,
Texas,Oak Farms Dallas West,Dallas,173,4/15/2014,6/27/2014,,,,Dallas County WDA,Dallas,,
Texas,"Onda Lay Pipe and Rental, Inc.",Midland,58,4/11/2014,6/9/2014,,,,Permian Basin WDA,Midland,,
Texas,Excel Garment Mfg. Inc.,El Paso,80,4/11/2014,5/21/2014,,,,Upper Rio Grande WDA,El Paso,,
Texas,Ryder Logistics - Roanoke2,Roanoke,85,4/11/2014,6/28/2014,,,,North Central Texas WDA,Denton,,
Texas,Dallas Colgate Oral Pharmaceuticals,Dallas,14,4/9/2014,6/30/2014,,,,Dallas County WDA,Dallas,,
Texas,Emeritus at Vickery Towers,Dallas,127,4/7/2014,6/6/2014,,,,Dallas County WDA,Dallas,,
Texas,Macy's-Sage Road,Houston,136,3/24/2014,5/22/2014,,,,Gulf Coast WDA,Harris,,
Texas,URS Corp.,Austin,78,3/21/2014,5/12/2014,,,,Capital Area WDA,Travis,,
Texas,Sprint,Ft. Worth,453,3/19/2014,3/18/2014,,,,Tarrant County WDA,Tarrant,,
Texas,Sprint,Temple,170,3/19/2014,3/18/2014,,,,Central Texas WDA,Bell,,
Texas,"The Fresh Market, Inc.-#165",Houston,54,3/11/2014,5/6/2014,,,,Gulf Coast WDA,Harris,,
Texas,PepsiCo-Dallas,Dallas,132,3/10/2014,5/12/2014,,,,Dallas County WDA,Dallas,,
Texas,PepsiCo-Dallas Metro warehouse,Dallas,31,3/10/2014,5/12/2014,,,,Dallas County WDA,Dallas,,
Texas,"Dallas Airmotive, Inc.",Dallas,10,3/7/2014,5/6/2014,,,,Dallas County WDA,Dallas,,
Texas,Bank of America - Addison,Addison,6,3/3/2014,4/13/2014,,,,Dallas County WDA,Dallas,,
Texas,Bank of America-Amon Carter,Ft. Worth,36,3/3/2014,4/13/2014,,,,Tarrant County WDA,Tarrant,,
Texas,Bank of America - Plano,Plano,37,3/3/2014,4/13/2014,,,,North Central Texas WDA,Collin,,
Texas,Bank of America-Richardson2,Richardson,40,3/3/2014,4/23/2014,,,,Dallas County WDA,Dallas,,
Texas,Bechtel Power Corporation,Sherman,63,3/3/2014,4/25/2014,,,,Texoma WDA,Grayson,,
Texas,Bank of America-Plano2,Plano,37,3/3/2014,4/13/2014,,,,North Central Texas WDA,Collin,,
Texas,L-3 Communications,Corpus Christi,0,3/3/2014,,,,,Coastal Bend WDA,Nueces,,
Texas,Northwood University,Cedar Hill,60,2/28/2014,5/3/2014,,,,Dallas County WDA,Dallas,,
Texas,Boeing Company,San Antonio,428,2/28/2014,5/2/2014,,,,Alamo WDA,Bexar,,
Texas,RockTenn-Grand Prairie,Grand Prairie,66,2/27/2014,4/25/2014,,,,Tarrant County WDA,Tarrant,,
Texas,Mitsubishi Nuclear Energy Systems,Irving,2,2/27/2014,3/31/2014,,,,Dallas County WDA,Dallas,,
Texas,"Green Tree Servicing, LLC",Dallas,82,2/25/2014,4/28/2014,,,,Dallas County WDA,Dallas,,
Texas,URS Corp.,Austin,79,2/25/2014,4/28/2014,,,,Capital Area WDA,Travis,,
Texas,HelioVolt Corporation,Austin,103,2/24/2014,4/25/2014,,,,Capital Area WDA,Travis,,
Texas,General Dynamics IT,Houston,1195,2/24/2014,4/25/2014,,,,Gulf Coast WDA,Harris,,
Texas,"Blood Systems, Inc.",El Paso,102,2/24/2014,4/14/2014,,,,Upper Rio Grande WDA,El Paso,,
Texas,Boeing Company,Houston,4,2/19/2014,4/18/2014,,,,Gulf Coast WDA,Harris,,
